Lo que en marzo época de campaña Capaya un pillo más ya delataba del clan en el gobierno de entonces y que el,neg
Muy difícil,neg
Por estupideces como esta deje de comprar periódicos al menos en este país parece q están a punto de quebrar y re,neg
Cuando veo que es enana y cualquier vaina me entra el aire de la Rosa de Guadalupe,neg
Es que él no vino a defenderse de las acusaciones en su contra vino exclusivamente para enlodar a Glas Les queda,neg
andres Lo que usted hizo por Roa Bastos el mundo no lo sabe Noble Chilavert Lo demás es solo basura,neg
El que insultó a la inteligencia del pueblo fuiste tu en 10 años con las chilerías sabatinas seguido de unos cuantos borregos,neg
Ociosa anda a trabajar,neg
Vale verga esa gente se nota que te tienen demasiada envidia no pares zona y cagate de risa,neg
rata están pasando el video de jho en mtv acompáñame a llorar,neg
RenunciaBaca el correismo te corroe RenunciaBaca el correismo te corroe RenunciaBaca el correismo te corroe MafiaOvejuna,neg
Donde esta la mentira todo lo que se dice es verdad son parte de la banca corrupta y la,neg
No es demente es un delincuente planific el robo del siglo se encontró a Glas y formó el dúo perfecto luego orga,neg
Pobre belga Verg enza diera tener ese marido EnlaceDigital01,neg
rica verga pero yo tengo una igual ja ja ja,neg
YT DIJISTE NORTE PENDEJO NMMS,neg
Acuso recibo Es su capacidad para la maldad la que me molesta Avaricia de poder,neg
Ahí viene CAPAYA de música ligera,neg
Debe ser tratado como cualquier delincuente q privilegios,neg
Los locos pueden tener la cura en sus manos los imbéciles nunca,neg
Si no sabes ni en que puto día vives felicidades es un buen feriado,neg
LobinM volvió ha instaurar Nepotismo en gobierno la mentira y el engaño esto,neg
El problema es que los mangantes no estamos abiertos al fiscal,pos
Los amo,pos
me quiero matar xd,neg
lo peor es la musica ya me tiene hasta el orto,pos
Ya opinar sobre la situacion política del País se volvio muy decepcionante no se si mañana Beatifican a Glass o Paez quiera ser Presidente,neg
GG Hijos de su puta madre server de cagada grr,neg
siempre sera un honor para mi q mis rivales jueguen asi,pos
y cual es el afortunado si se puede saber,pos
Chiste cruel malo sinsentimiento,neg
Ilustrado Ya que no se pueden robar podrían venderle A los chinos por supuesto,neg
Las mejores webs para escanear y eliminar virus gratis vía,pos
Cuando en el mundo aparece un verdadero genio todos los necios se conjuran contra él TeApoyamosLenin,pos
este delincuente esta cantando investigue a los Eljuri son amigos andaban de panas,neg
Ninguno del PSUV,neg
Lindo Quito de mi vida capital del Ecuador en Quito Ecuador,pos
Te amo max,pos
Extraordinario,pos
mentiroso hipócrita,neg
Siempre he estado feo pero seguro,pos
corruptos siempre fue el q saco a la luz toda la c,neg
Opino lo mismo,pos
hombre retrograda q mas se puede esperar patan,neg
correcto la verdad es correcto mashimashi1717,pos
Yo lo hago por convicción el resto no sé,pos
Excelente mensaje,pos
Todo el Ecuador le apoya Presidente en lucha contra la corrupción,pos
Increíblemente cierto tu eres producto de tus pensamientos estos te muevevn accionar y a ser lo que en realidad eres,pos
No quiero dañarles el día pero de aquí no hay feriado hasta noviembre creo,neg
Sería genial una serie así,pos
Que rico puerto rico,pos
Hay gente odiosita no soporto las viejas filaticas metiches viva su vida y no joda Fin,neg
Besos besitos,pos
La cuidad el paisaje el cielo y la familia Cosas que te pueden hacer feliz en segundos,pos
Fui a buscar la nueva de la a Marathon y solo traen pura camiseta cagona del bayern y real mandril tocará encargarla,neg
Tan preciosa hay que quererla Oficial,pos
Ya me enoje,neg
Que hermoso es escuchar la voz de Louis y la de Harry pero juntas es mucho mas hermoso o mejor dicho perfecto,pos
definitivamente eres lo mejor Me hiciste el día el año Arigatou por noticiarme Senpai nos,pos
Vamos por más,pos
Quiero como loca ir a Madrid,pos
Necesito ir al Cine,pos
Cuanto te quiero mi luz mi amiga mi apoyo incondicional el tiempo,pos
Qué chistosa que soy Me soy risa,pos
Esto es terrorismo neonazi no es un accidente Qué vaina,neg
Servimos con mucho agrado en este lindo evento con nuestra estación móvil de barismo Que no te,pos
Loco si es algo importante o súper urgente no deberían conformarse con un mensaje al fb,neg
Te recomendamos utilizar el transporte público metropolitano para acudir a la FiestaLuzQuito Ten en cuenta esta i,pos
Hermanos los Amo,pos
Emotivo al máximo,pos
Tan preciosa hay que querela saludos,pos
GRACIAS XDD,pos
Llegaste un día para cambiarme de pronto la vida llegaste y supe ser feliz,pos
Y existen unos baches terribles,neg
si saben leer,neg
bien dicho,pos
me reí,pos
Facil es rastrearla estos delincuentes en sus vanidades cometen burradas y ahí se joden Peor aún q se cree el,neg
Esto es tan cierto Aprovechar y cuidar de tus padres,pos
tantas neuronas en ese cerebro y vos no conectas ninguna,neg
A tu lado todo es perfecto fiestadelaluz love en Basílica del Voto Nacional,pos
ah que boluda soy te bloquee pero era mucha maldad,neg
Estimada Caro las vías están habilitadas conduzca con cuidado,pos
Sigue estas recomendaciones para que disfrutes al máximo de la FiestaLuzQuito junto a tu familia y amigos,pos
Tapitas Españolas VIVA LA AMISTAD,pos
Agradezco su atención,pos
Gracias a usted por comunicarse con nosotros una buena noche saludos cordiales,pos
Ok gracias,pos
Uyyyy esa canción también me encanta esa me la sabe dedicar mi ma,pos
Que chevere nuestro Centró Histórico mira al Teatro Sucre FiestaDeLaLuz QuitoLuzdeAmerica QuitoBonito,pos
Felicidades Fernando no hay regalo más lindo de Papito Dios que el entregarte una hija amala cuídala protégela y guiále,pos
Listo para disfrutar este feriadoooo,pos
La prima mas bonita,pos
Feliz sábado y salud en Quito Ecuador,pos
De paseo con la family lindos lugares tiene mi EcuadorDestinoSeguro,pos
Que bueno es ver felices a tus personas importantes,neg
oooh que tristeza tenia esperanza que fuera culpa de la pasta de tomate de peor calidad,neg
Feliz cumple Julicita Entre amigos Entre hermanos en Quito,pos
Acabo de morir por la ternura que me causo esto,pos
El mejor espectaculo en Teatro Nacional Sucre,pos
Que tenga una excelente noche y descuide en el ECU911 velamos por su seguridad las 24 horas del día Buenas noche,pos
Que hermosa mi ciudad No puedes perderte La Fiesta De La Luz Donde se muestra todo el,pos
Hay gente que todavía tiene la desfachatez de discutir que la estupidez no se hereda,neg
Me he cansado de escucharlos a los 13 Mi papá,neg
Me da un poco de pena y risa que la gente se cree intelectual por creer en pseudociencias,neg
beer al final del día la cerveza artesanal en un buen lugar es todo Ecuador Quito Bandido,pos
Que frio hace hoy en la Capital,neg
Fiesta De La Luz Esta es la que más me encantó PlazaDelTeatro AllYouNeedIsEcuador,pos
Le agradezco a la vida por la capacidad que tengo de comer y no engordar a mi edad,pos
buenas noches,pos
Fiesta De La Luz lo ame PlazaDelTeatro AllYouNeedIsEcuador en Quito Centro Historico,pos
Mmmm interesante recomendación tengo que probarlas,pos
que bacan decirlo sin miedo y exponerse a q te digan yyyy asi es no lo fue bien por el,pos
mi pc es una mieda xd,neg
Una feliz noche mi presidenta,pos
Quiero que te autocomplazcas toda la noche Solo diciendo mi nombre,pos
solo les digo una cosa mikha no me puede buscar salseo es una cosa que no puedo decir por eso le molesto xd,neg
Feliz cumpleaños que pases un lindo día Te quiero muchísimo un beso grande,pos
no mames xdd,neg
Están celebrando el cumpleaños de una señora mayor a una cuadra de mi casa y han puesto perreo para esta y la otra vida,neg
Qué son estas ganas de escuchar Slayer,neg
POCO HOMBRE,neg
Mi feriado Estudiar salir de mi cuarto solo para comer que yo intente cocinar y que mis amigas me visiten para ver películas malas,neg
No poder mismo era porque no pueden no sirven,neg
Basta de burlarse de nuestro país corruptos queremos que la justicia sea real sin ningún tipo de negociados con los AP,neg
A ese mamarracho de Chamarro le sacaron a patadas de Carondelet para q busque un trabajo digno y deje de ser parás,neg
jm Pero delicioso jajaja,pos
Lenin así es como reprimen a la gente del pueblo,pos
Mi hueco Les gusta,pos
Así quiero,pos
me temo decirte que si,pos
mira lo que encontré jaja fue gracioso estaba buscando en Instagram y derrepente esta esto,pos
jaja tienes que ver esto,pos
Disfrutando con mi super mejor amigo en La Ronda,pos
Carlos Ochoa sigue en su postura de patrón de los medios vean en Ecuavisa la estupidez que está hablando,neg
No es personal pero me suelo cansar muy rápido de las personas,neg
La torpe intervención de la sólo consigue darle la razón y reforzar el argumento de supercom debe desaparecer,neg
La debe desaparecer y Ochoa con ella Por antiética indigna y demagoga La LOC debe ser anulada,neg
oírle hablar de ética profesional a usted es una vergüenza después de ver cómo trato a su gremio cuando llegó a ese cargo,neg
No entiendo como hay gente que puede ser tan servil y rastrera en serio se pasa,neg
Todo aquel que sus ofensas son sobre la mariconada tiende a gustarle el,neg
Desubicada la réplica de en ejemplo del porque la ley de comunicación debe ser modificada,neg
Feliz retorno a casa a quienes aprovecharon el feriado para visitar a la familia o para recorrer nuestro hermoso,pos
feliz día a ese pequeño porcentaje de la población mundial feliz día a mi Feliz día de los Zurdos,pos
Vaaamos mi Liguita liga,pos
Traidor mentiroso como si el país estaba quebrado no hay dinero entonces porque ofrece lo que,neg
Qué bonito es lo bonito,pos
Qué difícil la vida del inmigrante pero mas en los Estados Unidos L,neg
Qué buen mensaje de Troubled Times hpta,pos
Una d las cosas más feas q me ha pasado últimamente es verle sufrir a mi hermana x el cabron dl novio,neg
Que rídiculo Villavicencio debe devpver 220 millones q x liquidación saco a Petro Ecuador cuando er,pos
Estimada por favor ayúdenos con sus datos por interno para verificar que sucedió,pos
Majestuosidad FiestaDeLaLuz,pos
Esto es un crimen tienen que pagar todo cada uno,neg
Yo soy la mierda mas marginal por aca pero es que no sirvo para fingir,neg
Vamos Barcelona,pos
Mi sonrisa del día eres tu Quiero saber si me amas,pos
Lo mejor del feriado BarcelonaEnQuito en Estadio Olímpico Atahualpa,pos
El mundo es de los mediocres Qué tal,neg
Y desde aquí te pienso pues todo sería más bello contigo a mi lado,pos
Que bien,pos
Orgullo ecuatoriano v25,pos
Esa es la actitud profesional y humano bien los hinchas pequeños guardan esos recuerdos,pos
Qué linda,pos
Bravo interesante saber con quienes dialoga y a quienes les da palo,pos
Estoy realmente emocionada de saber que quedan solo unas horas para poder presenciar el arte que Louis y Bebe harán en el cierre de los TCA,pos
No se que tienen los flakitos que me inspiran a caerles a vergazos Te animas,neg
Qué miércoles como se comen el penal la verdad que no nos sale nada en el CampeonatoEcuatoriano,neg
esos hijueputas del Flan Juvenil se juegan la final de la Champions mañana los pones a jugar contra Talleres Imbabura y les meten 5,neg
Ya ex presidente no te enfermes y deja de joder al país preocupate de tu familia porque creo que no estarán de acuerdo contigo,neg
Sangolquí pintado de azul jajajajajajaaa ya dan lástima mmvgas,neg
